tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Me and my #company #thestripesinme help raise money for the California firefighters and #wildfires with a purchase of a hoodie or shirt if u care please don’t hesitate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"California is on the other side of the country, but many want to help those who have lost everything due to wildfires. Here are some ways you can help and get involved.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
California governor seeks major disaster declaration from U.S. president to bolster emergency assistance and help recovery efforts as death toll stands at 25 from wildfires raging on both ends of the state:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ὒ5ὌC #FEMA preparing trailers for #CampFire victims ὌC Hotels also being organised Ἶ8 #accommodation #CampFireParadise #CampFireEvacuees #ButteStrong #ButteCounty #ButteCountyFire #DisasterAssistTeam,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California damages topped $10 billion in 2017. The bill for this years fires could be worse.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So let me get this straight. The Red Cross is handing out blankets &amp; food to the illegals. Walmart is kicking the Camp Fire refugees out of its parking lot bc its WHOLE TOWN BURNED &amp; the Red Cross is nowhere to be found. This is #LiberalLogic at is finest. #StopTheCaravan #MAGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Death Toll Rises to 23 in California Wildfire After 14 Bodies Found by REUTERS via NYT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"#BREAKING: Death toll in Butte Countys 141,000-acre Camp Fire rises to 63, with 631 still unaccounted for, sheriffs office says. #CampFire  via @nbcbayarea",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death toll rises in California’s worst ever wildfire outbreak – video report #DeathToll #CaliforniaFires #CaliforniaWildfires #Fires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Chico Municipal Airport has acted as an emergency animal shelter since the beginning of the Camp Fire.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
California fires: 50% chance of rain in Woolsey burn area Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
New: The Search Continues For The Hundreds Who Are Missing After California Wildfires,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
California’s fires ablaze They won’t be extinguished for days But our prez doesn’t care Cause they voted blue there He tweets with his vindictive ways,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rain is helping to douse the massive and deadly #camp fire in northern Californias Butte County. Officials are asking for DNA samples to help identify the remains of the those killed in the fire. At least 84 people are dead.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Skycrane Helicopter makes a precision water drop on a fire. Wow! ὒ5Ὠ1ὒ5 #Firefighters #California #Fires #FridayFeeling #FlashbackFriday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Authorities have redoubled efforts to find more victims of the deadliest wildfire in California history and to account for nearly 1000 people listed as missing, with forecast rains expected to hinder the search. #7News",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Say it with me folks: FOREST FIRES CANT MELT STEEL BEAMS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@sassymouth7 @4annegs @CNN 84 confirmed dead in the Camp fire in Northern California.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@shannonrwatts Does this individual ever believe what he’ sees? Gun Control- Ppl’s fault. Not the fact ANYONE can buy a gun ANYWHERE without any question. Now California Fires- Nothing about the devastation!! Ppl could have done more by looking after and raking their Forests! DUH!! ᾒ1 ὆8‍὆9‍὆7‍὆7ὒ5ὤFᾗ5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"If you use my two hashtags #CampFireJamesWoods (north fires) and #SoCalFiresJamesWoods (south fires), people can scan tweets by searching those hashtags. My many followers will retweet your info! It’s like a community bulletin board.” Explained belowὄ7ὄ7",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Can’t stop worrying about my friends and people suffering in CA. There are a few ways to help: North Valley Community Foundation, California Community Foundation’s Wildfire Relief Fund, United Way of Northern California, North Valley Animal Disaster Group❤️",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @RealDLHughley: Five people were killed in their vehicles trying to escape Northern California fire - The Mercury News,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @YahooNews: California wildfires have already claimed 66 lives, with another 631 still missing",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@UnfollowTrump Who wrote this. We know what Trump thinks about the California fires and none of us will forgive him the earlier tweet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lady gaga helping the people who were affected by the california wildfires. this woman do more than the actual president.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Troops sift through ruins as California wildfire death toll rises,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Are they secretly burning more homes down that already survived the fire? Why wont they let residents back into their homes if their homes are still standing?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"At least nine people are dead, tens of thousands more are out of their homes which will likely burn to the ground, 90k+ acres of land is charred and the thousands of homes that stood there are piles of rubble. Yet, the POTUS highlights forest management policy? Incredible.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A judge overseeing a sentence against Pacific Gas &amp; Electric Co. for a deadly pipeline blast in 2010 wants to know any role it had in a California wildfire that killed dozens.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @komonews: Local firefighters join wildfire fight in California as families assess damage to homes --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The death toll in the Northern California wildfire is now 29. Two more died in a wildfire on the other side of the state.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death toll from California fires now at 25 (14 bodies found today) as fear and devastation continue to increase,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
.@SophiaBush talks about how #GivingTuesday and the entire holiday season are excellent opportunities to help those affected by California wildfires. #CheddarLIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The death toll has grown to 29 in a Northern California wildfire, matching the deadliest wildfire on record in California history→",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
May all my friends and family be safe and my thoughts and prayers to out to the ones were hurt and lost loved ones during these tragic fires in California.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"HORROR FROM ABOVE. These are the charred remains of hundreds of homes in Coffey Park, a subdivision in Santa Rosa, #California. This is #drone video of what massive fires left behind. #CaliFires #CampFire #WoolseyFire #Drones #SantaRosa (via Josh Haner, NYT)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @BuzzFeedNews: The Camp fire, which has destroyed almost 14,000 residences and more than 500 businesses, is 95% contained",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#RHOBH Denise Richards And Eileen Davidson Share Photos, Offer Updates On The State Of Their Homes Amid Woolsy Fire RHOBH cast member Denise Richards and former star Eileen Davidson were impacted by the wildfires in Southern California.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Troops search for 130 missing in California wildfire, death toll climbs to 56   #news #breaking #trump",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Starting today through Nov. 27, buy one bra and ThirdLove will give one bra to a victim of the California wildfires.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"So Ryan Zinke, Secretary of the Department of the Interior, just went on Breitbart to blame environmentalists for the fires in California",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Actually fires have worsened due to climate change which has affected rainfall especially in areas in California.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ive just posted a new blog: Violent Fires in California: At Least 9 Dead, Malibu Threatened",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"See how the deadly Camp Fire in California spread over its first 12 hours, at one point consuming a football fields worth of land every second",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"For those who’d like to assist victims of the still-raging Camp Fire in CA, our colleagues at @NVCF operates the Camp Fire Evacuation Relief Fund, which supports both immediate needs and long term recovery. See also:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#Death toll rises in wildfire that swept Paradise, #California - Nov 18 @ 7:01 PM ET",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
APPARENTLY THERE ARE NO EXPERTS IN CALIFORNIA. WHERE ELSE DO WE SEE FIRES LIKE THIS Trump needs to listen to the experts because clearly he isnt one of them: California Rep. on wildfires  #news #feedly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Martin Sheen Found After Son Charlie Sheen Reports Him Missing Amid California Wildfires,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Authorities moved to set up a rapid DNA-analysis system and bring in cadaver dogs, mobile morgues and more search teams in an effort to find and identify victims of the deadliest wildfire in California history, an inferno that killed at least 42 people.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @TinaDesireeBerg: F off @realDonaldTrump. The fires are being exacerbated by global warming not our environmental laws.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"I really hope everyones okay, and theyre fine. Considering this in the fire in California, it is/was. And also, that their homes are fine. A lot of sympathy for everyone from here in Estonia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @kron4news: Butte County Sheriffs announce that number of deaths from #CampFire decreased by 3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I just wanted to say that every body in America has been aware of the fires and the name of Paradise is imprinted in my mind and I am ὊF sure most of Americans also and dumbfuck doesnt know the name. Embarrassment daily. ὢ1ὢ0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"NEW WILDFIRE DANGER: The wildfires across California are now the deadliest and most destructive in state history -- the Woolsey Fire in Southern California roaring back to life and residents escaping the Camp Fire. @WillCarr is in Paradise, California.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT PageSix: Ireland Baldwin was accused of looting from her own home during California fires   - FOX5Atlanta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Translation: I want to open protected areas in California for timber, mining, and grazing so my buddies can get rich off it and Ill do it by not only misunderstanding the current situation but also by using multiple deaths and billions in damage as a political club.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"COSTLY Like the cost of a military parade? COSTLY Like the cost of implementing zero-tolerance, paying private prison companies millions of $$ to build child camps (in rural areas already desperate for support) COSTLY Likely sending thousands of tropps to thr border for a stunt?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
California’s Largest Utility Pummeled by Wildfire Risks (#GotBitcoin?) PG&amp;E Corp. suffers worst plunge since 2002 amid fears it faces massive liabilities in connection with the state’s deadliest fire ever.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"At least 11 deaths suspected in California wildfires, as winds set to pick back up Breaking News EmailsGet breaking news alerts and special reports. The",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Theres now a flash flood watch in wildfire-ravaged areas of Northern California.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is a warning from the future: people displaced by climate change exacerbated disasters being forced to flee and finding that the government is not ready to help them while realizing that the private sector sees them only as a nuisance,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@brycetache #ThanksgivingEve love and peace to all suffering from the California wildfires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Israeli Aid Group Sends Rescue Team to California Fires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Approaching storms raise threat of mudslides in California burn areas - Los Angeles Times Fire ὒ5 &amp; Water Ὂ6 Sounds Biblical.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"President Trump erroneously suggested raking the forest floors couldve prevented the lethal California wildfires, and made other bizarre, inexplicable comments",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"The Camp Fire is the deadliest in California’s history, claiming over 70 lives. Thousands of homes have been destroyed. More than 1,000 people are still missing. And the fire continues. Now’s the time to come together. Find out how you can help here:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
".@POTUS arrives in California to tour the devastation from the wildfires, with plans to meet with firefighters and state officials.  TY for coming to our state @realDonaldTrump. We are glad you are looking out for us! #KAG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @thehill: Aaron Rodgers donates seven-figure sum towards relief efforts to combat California wildfires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"If you are interested in helping those affected by the California wildfires or volunteering your services, the below link provides useful information.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Death Toll from California’s Deadliest Fire Ever Hits 87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"12 people were killed in the mass shooting in Thousand Oaks California Less than 24 hours later, the grieving community has been forced to evacuate due to the wildfires that has has claimed the lives of 9 people and forced 250,000 people from their homes This ὃ4 a** tweets ὄ7ἿE",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Searchers are sifting through rubble and ash for the remains of wildfire victims in Northern California before expected rain can wash the evidence away. @WWLP22News at Noon.  #Campfire #Californiawildfires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Seventy one confirmed dead. Unimaginable.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @businessinsider: Before-and-after photos show the devastating destruction in Malibu as the California wildfires rage on,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At least 63 are dead and more than 600 are missing in California’s deadliest fire in state history - Los Angeles Times,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @emo_princess91: Please share, this a legit go fund me. If you can’t help, please share. Camp Fire Start Over Fund",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"IQ TEST: If California’s fires are caused by climate change, and if driving cars produces CO2 that accelerates climate change, then didn’t all the motorists of California cause their own forest fires?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Forest floors were scarred black, ghostly engravings of a fire that swallowed a town. The Camp Fire burned fields and buildings next to the cemetery. Then the flames just stopped. California’s deadliest fire spared the cemetery.  via @azcentral @DiannaNanez",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Before you get dragged down some Weekly Standard/Trump horse-shit rabbit hole, the fires in So. California are not in forest land, they are in scrub, urban interface areas, as were much of the Santa Rosa fire. Forest management has nothing to do with them. A 7 year drought, yes",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thank you to the hundreds of brave Arizona firefighters assisting our neighbors as they continue to battle devastating wildfires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@CAL_FIRE Happy Thanksgiving to all of you there, and job Well Done” on all the fires in California ὄDἿB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @OfficialJoelF: CALIFORNIA WILDFIRES: - At least 71 dead - More than 1,000 missing - President Trump is visiting on Saturday (Via: @A",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Delingpole: Brown Fiddled While California Burned - Trump was dead right to blame poor forest management for the California fires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
