tweet_text,predictions_event_type,event_type_label,class_label
"#Irene was a mere #TropicalStorm when it parked over the Connecticut Valley for 36hours and destroyed 95% of the bridges in #VT -- I know, I was there.",hurricane,hurricane,infrastructure_and_utility_damage
"Hurricane Florence has taken everything from so many people, so Ive decided to give back. I will be doing three charity streams @  to support the #RedCross who is providing food, comfort and other emergency support to those affected by #Florence.",hurricane,hurricane,rescue_volunteering_or_donation_effort
Who’s coming out tomrrw to #Defjam/jets official Home Game Tailgate party Free food and Drinks Sponsored by @DefJamRecords And ya boy SHAMPOO on the grill so u already knowὪ8Ὢ8Ὢ8Ὢ8Ὢ8music by,hurricane,hurricane,not_humanitarian
"#HurricaneFlorence is forecast to be the strongest hurricane ever to hit North Carolina - we have continuing coverage, including an interview with @FEMA director Brock Long",hurricane,hurricane,caution_and_advice
"RT @RepSharonCooper: Im thankful for the first responders, volunteers and disaster relief organizations like @RedCross",earthquake,hurricane,sympathy_and_support
Burton’s tail is a blur in the background! Apparently he is quite excited to donate for the first time ὠ1 #dogsdonate #canadiananimalbloodbank #dogdonatetoo #universaldonor @ Lions,hurricane,hurricane,rescue_volunteering_or_donation_effort
"Defense Logistics Agency, Distribution in New Cumberland offers support in relief efforts for Hurricane Florence  @NC17070News @NewCumberlandPA @cumberlink",hurricane,hurricane,rescue_volunteering_or_donation_effort
"Wow! #Florence concerns shifting to widespread flooding. Our @MyNews13 crews are in the middle of it all, capturing incredible images like these.",hurricane,hurricane,other_relevant_information
Florence and Chinquapin rescued from #florence flood waters ready for their live shot with @ShannonBream on @FoxNews - remember @DCLuckyDog trying to find forever homes pls help,hurricane,hurricane,rescue_volunteering_or_donation_effort
Numerous aircrafts were damaged at an airport in South Carolina as heavy winds tore through the Marion County area. Hangar was also destroyed #Florence,hurricane,hurricane,infrastructure_and_utility_damage
"Hurricane Florence kills 4, including infant, in North Carolina, officials say - CNN #HurricaneFlorence2018 Every Storm is different! WE MUST BE RESILIENT in the MIDST OF THE STORM, AND BY SO LISTEN TO YOUR STATE OFFICIALS UNTIL IT’S OVER! Blessings ᾘ5",hurricane,hurricane,injured_or_dead_people
Important #geospatial #SituationalAwareness for #HurricaneFlorence ἰE @WCraigFugate @GISPublicSafety @Esri_Nonprofit @geotellus @RyanLanclos @pjdohertygis @densaer @jcrowley @CalOES_Dir @InfraGard @CSARN_Updates @ZFTWARNING @esouthersHVE @Steven_Ramage @GEOSEC2025 @geo_neill ὟA,hurricane,hurricane,not_humanitarian
Urging all on the east coast to be safe during #hurricane #florence. Hyster recognizes the dedication of the first responders and emergency management personnel who will be working long hours in the next few weeks. Get the latest from @weatherchannel.,hurricane,hurricane,caution_and_advice
"Your #NationalGuard is Always Ready, Always There to support civil authorities responding to #HurricaneFlorence Follow all the latest on our response on our microsite:  If youre in the affected area, heed official guidance, be prepared -- and stay safe!",hurricane,hurricane,rescue_volunteering_or_donation_effort
Right now you can help out hurricane Florence victims ahead of the storm by donating cases of water at the Pilot location at 410 Merchants Drive. Big R and Billy Kidd are on location from 6 to 8 taking your water donations for Remote Area Medical! Get there!,hurricane,hurricane,rescue_volunteering_or_donation_effort
"Hurricane Florence could leave deadly diseases, illnesses in its wake: A look at what to watch for",hurricane,hurricane,caution_and_advice
"Can you recommend anyone for this #job? Senior FP&amp;A Operations Manager -  #Finance #Norwalk, CT #Hiring #CareerArc",hurricane,hurricane,not_humanitarian
"Mayor of New Bern, North Carolina, a town that appears to be hit the hardest as Hurricane Florence nears North Carolina coastline, discusses flooding conditions, and says 14,000 customers are without power.",hurricane,hurricane,infrastructure_and_utility_damage
The @RedCross is sending over 700 volunteers from all over the US to the Southeast to help those affected by Hurricane Florence. Including several volunteers from the Tri-State ! This Emergency Relief Vehicle JUST took off for West Virginia ! #SafeTravels #MakingADifference,hurricane,hurricane,rescue_volunteering_or_donation_effort
"The beloved Wilmington, NC, a.k.a. Tree Hill,” is preparing to endure Category 4-5 #HurricaneFlorence. Please stay safe and evacuate if needed. Sending love and prayers to those being affected.",hurricane,hurricane,sympathy_and_support
"In anticipation of #HurricaneFlorence, Ive signed a public health emergency declaration for Virginia. As @POTUS said, were prepared to support communities that need our help and are working closely with state health and emergency management officials.",hurricane,hurricane,caution_and_advice
#HurricaneFlorence 7 Interesting Videos Showing Ways To Protect Your Home Or Business From Floods [Videos],hurricane,hurricane,caution_and_advice
Sun Nov 4th #GHOE #SUNDAZE are always LIT ὒ5 ..STILL FREE ENTRY ALL DAY! .. STILL THE PRETTY WOMENS PLAYGROUND .. STILL SLINGING THE BEST DRINKS IN THE CITY Games Ἳ2 Food by,hurricane,hurricane,not_humanitarian
General Tso’s taco today!!! Help support FOO and @oatlandisland while noshing on this delight! #tacotuesday #tacosforacause #pawsandclawsunited @ Bull Street Taco,hurricane,hurricane,not_humanitarian
How to create a family emergency plan ahead of #HurricaneFlorence #Florence #StormTrack2 #2Cares,hurricane,hurricane,caution_and_advice
"Officials in Virginia Beach are scaling back sheltering operations as predictions show #hurricaneflorence moving southward, but they’re warning residents to keep an eye on the forecast as messages from emergency managers.",hurricane,hurricane,caution_and_advice
We Buy/Sell/Trade Daily Located in downtown Frederick 125 S. Carroll St. Suite 175 Shop online 24/7 at  Nas Tee Size Small $250 Candle Tee Size Large $60 Water Arc Hoodie Sz,hurricane,hurricane,not_humanitarian
"Evacuation shelter #HydeCounty #NC Location: Knightdale High School 100 Bryan Chalk Lane Knightdale ➡️ PET FRIENDLY shelter opens at 2pm, Tues 9/11 #HurricaneFlorence #Florence #NorthCarolina",hurricane,hurricane,displaced_people_and_evacuations
"FMCSA issued a regional emergency declaration for 11 East Coast states and Washington, D.C., ahead of #HurricaneFlorence.",hurricane,hurricane,caution_and_advice
"ἰ0Ὂ6#RAIN This is probably not the most welcoming image right now. But, rain and water is one of the most essential elements for life. Even tho I hate it, I respect it. God bless those folks who are, have been and will be affected by the effects of hurricane Florence!!!",hurricane,hurricane,sympathy_and_support
"Stopped traffic in #Philadelphia on I-76 WB between University Ave and Vine St Expwy, closed due to flooding at Vine St Expwy #traffic",hurricane,hurricane,other_relevant_information
"MaxMotive Grand Opening - Classic, Muscle &amp; Custom Vehicles - Car Show - Judged Car Show with Cash Prizes - 6 Top Prizes - Multiple Category Classes Food, Band, DJ, Giveaways and Over",hurricane,hurricane,not_humanitarian
Four-footed evacuees are arriving to the Treasure Coast. #Florence,hurricane,hurricane,displaced_people_and_evacuations
A Trump admin official posts 10 yo footage of AC during Hurricane Ike and wants you to think its CNN faking the flooding post Florence how sick do you have to get B4 they carry you away? This. Is. Your. Government. On. Crack.,hurricane,hurricane,other_relevant_information
"Airbnb activates free housing program for Hurricane Florence evacuees, relief workers",hurricane,hurricane,rescue_volunteering_or_donation_effort
Don’t forget that Maxwell residents are offered two complimentary fitness classes a week! Tuesdays and Saturdays are YOUR days to get FIT Ἴ3ἿD‍♀️ὊAἿDἼBἿE‍♂️ @ The Maxwell,hurricane,hurricane,not_humanitarian
Mandatory evacuation orders rescinded for the evacuation zones in the southern conglomerate coastal counties - except Edisto Beach. All other residents still under Mandatory evacuation order in coastal evacuation zones.,hurricane,hurricane,displaced_people_and_evacuations
"Damage assessment underway in Swansboro, NC in Onslow County where a line of six utility poles are snapped and will need replacing from #Florence",hurricane,hurricane,infrastructure_and_utility_damage
"We had an amazing two days of teamwork to raise more than $18,000 for Hurricane Relief ahead of #Florence hitting the Carolinas. @CUTimesReporter put together this fantastic story about it today. #CreditUnions #PeopleHelpingPeople #Hurricane",hurricane,hurricane,rescue_volunteering_or_donation_effort
"#HurricaneFlorence makes landfall, bringing #floods, heavy rain, and 80 mph winds to the Carolinas. Live updates via @businessinsider:",hurricane,hurricane,other_relevant_information
Extensive tree damage near Wrightsville Beach. #NCwx #Florence,hurricane,hurricane,infrastructure_and_utility_damage
This is not a true photo folks! Its shared every single time theres flooding anywhere. Stop the nonsense! #Florence,hurricane,hurricane,not_humanitarian
After fight pizza ἵ5 is the best pizza #rpma #rochesterny #food #pizza @ Perris Pizzeria Pub,hurricane,hurricane,not_humanitarian
7 super easy ways to help families impacted by #HurricaneFlorence . All charities listed have been vetted by Charity Navigator so you can feel confident your donation will do the most good. @CharityNav -,hurricane,hurricane,rescue_volunteering_or_donation_effort
"I cannot say enough about the amazing work the #CajunNavy did in Houston during Hurricane Harvey. If you need help, reach out to them.",hurricane,hurricane,rescue_volunteering_or_donation_effort
#HurricaneFlorence immobilizing emergency crews before a major event. shit happens fast where white folk live #puertorico,hurricane,hurricane,rescue_volunteering_or_donation_effort
1.5 going on 15 #mooshutrainers #sandals #lucy #ruffles #children #childhood #mommyblogger @ Pennsylvania,hurricane,hurricane,not_humanitarian
Some great info and tips here by Christopher Lawton fm ⁦@1stOptSafety⁩ on basic contingency planning if you are looking to cover or providing emergency response assistance to hurricanes this season. #hurricaneflorence #ngosafety #journalistsafety,hurricane,hurricane,caution_and_advice
The death toll in the Carolinas is now 18 in the wake of #HurricaneFlorence. Heavy flooding is still an issue.  via @11AliveNews,hurricane,hurricane,injured_or_dead_people
"How South Carolina will help the families of players affected by Hurricane Florence: How South Carolina will help the families of players affected by Hurricane Florence Sept. 11, 2018 As questions linger about Hurricane Florence’s impact on South",hurricane,hurricane,rescue_volunteering_or_donation_effort
This image gives a true perspective of the amount of Florence’s rainfall and shows how accurate the Weather channel’s water level graphic depicted the impact of the storm’s downpour. #Florence,hurricane,hurricane,other_relevant_information
